wild_mut,H ALTS910101,H BENS940101,H BENS940102,H BENS940103,H BENS940104,H CSEM940101,H DAYM780301,H FEND850101,H FITW660101,H GEOD900101,H GONG920101,H GRAR740104,H HENS920101,H HENS920102,H HENS920103,H JOHM930101,H JOND920103,H JOND940101,H KOLA920101,H LEVJ860101,H LUTR910101,H LUTR910102,H LUTR910103,H LUTR910104,H LUTR910105,H LUTR910106,H LUTR910107,H LUTR910108,H LUTR910109,H MCLA710101,H MCLA720101,H MIYS930101,H MIYT790101,H MOHR870101,H NIEK910101,H NIEK910102,H OVEJ920101,H QU_C930101,H QU_C930102,H QU_C930103,H RISJ880101,H TUDE900101,H AZAE970101,H AZAE970102,H RIER950101,H WEIL970101,H WEIL970102,H MEHP950101,H MEHP950102,H MEHP950103,H KAPO950101,H VOGG950101,H BLAJ010101,H PRLA000101,H PRLA000102,H QUIB020101,H NAOD960101,H RUSR970101,H RUSR970102,H RUSR970103,H OGAK980101,H KANM000101,H NGPC000101,H MUET010101,H MUET020101,H MUET020102,H LINK010101,H DOSZ010102,H DOSZ010103,H DOSZ010104,H GIAG010101,H HENS920104,H DAYM780302,H DOSZ010101,H OVEJ920102,H OVEJ920103,H OVEJ920104,H OVEJ920105
KS,-1.0,-1.2,-0.4,0.0,-1.5,-0.24,0.0,3.0,2.0,6.0,0.1,121.0,-1.0,0.0,-1.0,-1.5,-1.0,-1.0,5.0,0.0,-1.0,8.0,-3.0,5.0,-4.0,11.0,1.0,1.0,4.0,3.0,0.0,-0.14,2.71,10.0,-0.18,-0.21,-1.0,0.102,0.745,3.0,1.4,-10.0,6.0,4.0,41.0,0.0,0.0,0.98,0.89,1.32,16.6,5.3,1.0,-0.06,-0.27,1.4,3.0,0.0,0.0,0.0,-6.6,3.0,-5.0,-5.0,-1.0,0.0,0.044,-0.17,1.2,-0.01,2.6,0.0,-3.0,-1.7,0.041,0.026,0.043,0.013
SM,-2.0,-1.3,-1.5,-1.4,-1.3,-0.17,-2.0,1.0,2.0,8.0,-1.4,135.0,-2.0,-2.0,-3.0,-4.8,-1.0,-2.0,0.0,-1.0,-4.0,-18.0,-3.0,0.0,-2.0,-2.0,-7.0,-4.0,-3.0,2.0,0.0,-0.75,2.67,7.0,-0.48,-0.53,-4.0,0.165,0.054,0.0,0.6,-10.0,-5.0,-5.0,83.0,0.0,1.0,0.59,1.15,0.79,14.7,3.8,-7.0,-1.34,-3.92,-1.1,-3.0,-3.0,-2.0,-4.0,-7.5,-10.0,-2.0,-1.0,-3.0,-1.0,0.004,-7.62,0.6,-3.04,0.2,-2.0,-5.0,7.8,0.009,0.03,0.026,0.016
MS,-2.0,-1.3,-1.5,-1.4,-1.3,-0.17,-2.0,1.0,2.0,8.0,-1.4,135.0,-2.0,-2.0,-3.0,-4.8,-1.0,-2.0,0.0,-1.0,-4.0,-18.0,-3.0,0.0,-2.0,-2.0,-7.0,-4.0,-3.0,2.0,0.0,-0.75,2.67,7.0,-0.48,-0.53,-4.0,0.165,0.054,0.0,0.6,-10.0,-5.0,-5.0,83.0,0.0,1.0,0.59,1.15,0.79,14.7,3.8,-7.0,-1.34,-3.92,-1.1,-3.0,-3.0,-2.0,-4.0,-7.5,-10.0,-2.0,-1.0,-3.0,-1.0,0.017,-7.27,-1.0,-3.15,-0.2,-2.0,-5.0,-4.2,0.003,0.007,0.003,0.009
SF,-3.0,-1.8,-2.2,-2.6,0.0,-0.01,-3.0,3.0,1.0,6.0,-2.8,155.0,-2.0,-4.0,-4.0,-4.8,-2.0,-1.0,5.0,-1.0,-14.0,-37.0,-18.0,-14.0,-9.0,-16.0,-19.0,-21.0,-14.0,2.0,0.0,-0.53,3.45,8.0,-0.13,-0.13,-3.0,-0.012,0.152,0.0,0.5,0.0,-5.0,-5.0,81.0,-2.0,0.0,0.78,1.28,0.94,9.65,2.4,-4.0,-1.11,-5.03,-2.5,-4.0,-2.0,0.0,0.0,-8.3,-19.0,-2.0,-0.5,-3.0,-2.0,0.012,-8.02,-0.4,-3.34,-0.5,-3.0,-6.0,8.9,0.012,0.029,0.044,0.011
FS,-3.0,-1.8,-2.2,-2.6,0.0,-0.01,-3.0,3.0,1.0,6.0,-2.8,155.0,-2.0,-4.0,-4.0,-4.8,-2.0,-1.0,5.0,-1.0,-14.0,-37.0,-18.0,-14.0,-9.0,-16.0,-19.0,-21.0,-14.0,2.0,0.0,-0.53,3.45,8.0,-0.13,-0.13,-3.0,-0.012,0.152,0.0,0.5,0.0,-5.0,-5.0,81.0,-2.0,0.0,0.78,1.28,0.94,9.65,2.4,-4.0,-1.11,-5.03,-2.5,-4.0,-2.0,0.0,0.0,-8.3,-19.0,-2.0,-0.5,-3.0,-2.0,0.014,-7.68,-2.2,-3.35,0.5,-3.0,-6.0,-4.1,0.009,0.02,0.011,0.012
SP,1.0,1.4,1.1,0.5,0.4,0.27,1.0,4.0,1.0,7.0,0.4,74.0,-1.0,-1.0,-2.0,-1.0,1.0,-1.0,0.0,0.0,-3.0,-9.0,1.0,9.0,-4.0,-4.0,-3.0,6.0,-4.0,3.0,0.0,0.24,0.56,10.0,0.35,0.35,-1.0,-0.363,0.2,1.0,-0.3,15.0,6.0,5.0,95.0,0.0,1.0,0.79,0.87,1.87,17.9,5.6,1.0,-0.29,-1.28,2.0,3.0,5.0,2.0,5.0,-6.8,-8.0,-3.0,-4.0,0.0,0.0,0.027,-1.44,-0.6,0.06,-1.8,-1.0,-1.0,-7.1,0.082,0.04,0.07,0.02
PS,1.0,1.4,1.1,0.5,0.4,0.27,1.0,4.0,1.0,7.0,0.4,74.0,-1.0,-1.0,-2.0,-1.0,1.0,-1.0,0.0,0.0,-3.0,-9.0,1.0,9.0,-4.0,-4.0,-3.0,6.0,-4.0,3.0,0.0,0.24,0.56,10.0,0.35,0.35,-1.0,-0.363,0.2,1.0,-0.3,15.0,6.0,5.0,95.0,0.0,1.0,0.79,0.87,1.87,17.9,5.6,1.0,-0.29,-1.28,2.0,3.0,5.0,2.0,5.0,-6.8,-8.0,-3.0,-4.0,0.0,0.0,0.043,-1.58,-0.4,0.46,1.8,-1.0,-1.0,-2.1,0.039,0.01,0.037,0.005
SS,3.0,2.1,2.0,2.1,2.6,1.0,2.0,6.0,0.0,10.0,2.2,0.0,4.0,6.0,7.0,5.8,2.0,3.0,10.0,2.0,17.0,36.0,17.0,23.0,25.0,28.0,19.0,17.0,26.0,8.0,5.0,0.48,0.0,16.0,1.0,1.0,4.0,1.0,1.0,8.0,2.2,100.0,9.0,7.0,100.0,4.0,0.0,0.93,0.96,1.29,25.4,7.4,9.0,2.36,6.35,2.8,5.0,-10.0,0.0,-3.0,-4.6,36.0,6.0,6.0,4.0,2.0,0.408,3.35,4.9,4.2,0.0,5.0,6.0,3.0,0.264,0.403,0.29,0.45
TA,1.0,1.7,1.4,0.7,0.9,0.11,1.0,5.0,1.0,10.0,0.6,58.0,0.0,0.0,0.0,-0.8,2.0,1.0,0.0,0.0,3.0,8.0,1.0,6.0,3.0,6.0,3.0,2.0,4.0,3.0,1.0,0.18,0.9,10.0,-0.59,-0.63,-1.0,-0.083,0.574,3.0,1.9,-3.0,-2.0,-2.0,98.0,0.0,0.0,1.06,0.97,0.92,18.1,5.8,-3.0,0.13,0.6,1.7,0.0,1.0,0.0,0.0,-6.2,0.0,0.0,1.5,1.0,1.0,0.065,-4.77,2.9,-1.04,-0.9,0.0,0.0,6.7,0.043,0.081,0.054,0.044
AT,1.0,1.7,1.4,0.7,0.9,0.11,1.0,5.0,1.0,10.0,0.6,58.0,0.0,0.0,0.0,-0.8,2.0,1.0,0.0,0.0,3.0,8.0,1.0,6.0,3.0,6.0,3.0,2.0,4.0,3.0,1.0,0.18,0.9,10.0,-0.59,-0.63,-1.0,-0.083,0.574,3.0,1.9,-3.0,-2.0,-2.0,98.0,0.0,0.0,1.06,0.97,0.92,18.1,5.8,-3.0,0.13,0.6,1.7,0.0,1.0,0.0,0.0,-6.2,0.0,0.0,1.5,1.0,1.0,0.041,-6.13,1.6,-0.96,0.9,0.0,0.0,-5.2,0.12,0.055,0.059,0.103
TR,-2.0,-1.3,-0.7,-0.3,-0.6,-0.32,-1.0,3.0,1.0,5.0,-0.2,71.0,-1.0,-2.0,-2.0,-1.4,-1.0,-1.0,5.0,0.0,-1.0,6.0,2.0,3.0,2.0,10.0,0.0,2.0,6.0,3.0,0.0,0.0,2.03,9.0,-0.12,-0.12,-1.0,0.037,0.427,2.0,1.9,-5.0,5.0,2.0,16.0,0.0,1.0,0.88,1.08,1.13,20.6,5.0,0.0,-0.15,0.34,0.2,1.0,0.0,0.0,0.0,-6.8,-8.0,-6.0,-5.0,-1.0,-1.0,0.016,-2.16,0.1,-0.99,-1.3,-1.0,-5.0,-5.4,0.035,0.092,0.053,0.008
RT,-2.0,-1.3,-0.7,-0.3,-0.6,-0.32,-1.0,3.0,1.0,5.0,-0.2,71.0,-1.0,-2.0,-2.0,-1.4,-1.0,-1.0,5.0,0.0,-1.0,6.0,2.0,3.0,2.0,10.0,0.0,2.0,6.0,3.0,0.0,0.0,2.03,9.0,-0.12,-0.12,-1.0,0.037,0.427,2.0,1.9,-5.0,5.0,2.0,16.0,0.0,1.0,0.88,1.08,1.13,20.6,5.0,0.0,-0.15,0.34,0.2,1.0,0.0,0.0,0.0,-6.8,-8.0,-6.0,-5.0,-1.0,-1.0,0.013,-2.29,0.7,-1.15,1.3,-1.0,-5.0,-5.5,0.019,0.027,0.028,0.002
TN,0.0,0.5,0.5,0.4,0.9,0.13,0.0,4.0,1.0,9.0,0.5,65.0,0.0,0.0,0.0,0.1,1.0,1.0,0.0,0.0,2.0,6.0,3.0,3.0,-4.0,8.0,3.0,4.0,2.0,3.0,1.0,0.11,1.4,10.0,0.01,0.01,0.0,0.076,0.519,3.0,1.1,12.0,4.0,2.0,63.0,1.0,1.0,0.93,0.99,1.23,20.2,5.7,2.0,0.3,1.14,1.4,2.0,1.0,4.0,3.0,-6.4,0.0,-1.0,-1.5,0.0,0.0,0.036,-0.75,-0.1,-0.21,1.5,0.0,-1.0,-5.2,0.057,0.11,0.068,0.024
NT,0.0,0.5,0.5,0.4,0.9,0.13,0.0,4.0,1.0,9.0,0.5,65.0,0.0,0.0,0.0,0.1,1.0,1.0,0.0,0.0,2.0,6.0,3.0,3.0,-4.0,8.0,3.0,4.0,2.0,3.0,1.0,0.11,1.4,10.0,0.01,0.01,0.0,0.076,0.519,3.0,1.1,12.0,4.0,2.0,63.0,1.0,1.0,0.93,0.99,1.23,20.2,5.7,2.0,0.3,1.14,1.4,2.0,1.0,4.0,3.0,-6.4,0.0,-1.0,-1.5,0.0,0.0,0.054,-1.08,1.0,-0.27,-1.5,0.0,-1.0,-5.2,0.046,0.032,0.051,0.012
TD,-1.0,-1.2,-0.7,-0.2,-2.1,0.23,0.0,2.0,2.0,5.0,0.0,85.0,-1.0,-2.0,-2.0,-1.8,-1.0,0.0,0.0,0.0,-2.0,8.0,1.0,1.0,-1.0,2.0,-1.0,2.0,2.0,3.0,0.0,-0.1,2.05,9.0,-0.18,-0.19,-1.0,0.328,0.382,4.0,0.0,11.0,4.0,3.0,35.0,-1.0,0.0,1.01,0.88,1.27,19.0,5.2,0.0,-0.75,-1.36,0.1,2.0,3.0,1.0,2.0,-6.5,-10.0,-5.0,-5.5,-1.0,0.0,0.028,-0.62,-1.4,-0.43,-1.2,-1.0,-4.0,-7.0,0.039,0.075,0.049,0.012
DT,-1.0,-1.2,-0.7,-0.2,-2.1,0.23,0.0,2.0,2.0,5.0,0.0,85.0,-1.0,-2.0,-2.0,-1.8,-1.0,0.0,0.0,0.0,-2.0,8.0,1.0,1.0,-1.0,2.0,-1.0,2.0,2.0,3.0,0.0,-0.1,2.05,9.0,-0.18,-0.19,-1.0,0.328,0.382,4.0,0.0,11.0,4.0,3.0,35.0,-1.0,0.0,1.01,0.88,1.27,19.0,5.2,0.0,-0.75,-1.36,0.1,2.0,3.0,1.0,2.0,-6.5,-10.0,-5.0,-5.5,-1.0,0.0,0.031,-0.32,0.2,-0.56,1.2,-1.0,-4.0,-4.9,0.048,0.02,0.044,0.005
TC,-3.0,-1.5,-1.1,-0.6,-1.9,0.14,-2.0,2.0,2.0,9.0,-0.5,149.0,-1.0,-1.0,-2.0,-6.0,-1.0,0.0,6.6,0.0,-7.0,1.0,4.0,8.0,-7.0,-11.0,-6.0,6.0,-18.0,2.0,0.0,-0.62,1.45,10.0,0.12,0.15,-5.0,0.087,0.326,1.0,-1.4,-4.0,-5.0,-3.0,95.0,0.0,1.0,1.18,0.93,0.68,16.2,4.7,-19.0,-0.59,-1.89,0.3,-2.0,2.0,-2.0,0.0,-7.5,-7.0,-1.0,1.0,0.0,0.0,0.0,-7.27,2.1,-0.96,0.9,-1.0,-7.0,27.1,0.007,0.002,0.01,0.006
CT,-3.0,-1.5,-1.1,-0.6,-1.9,0.14,-2.0,2.0,2.0,9.0,-0.5,149.0,-1.0,-1.0,-2.0,-6.0,-1.0,0.0,6.6,0.0,-7.0,1.0,4.0,8.0,-7.0,-11.0,-6.0,6.0,-18.0,2.0,0.0,-0.62,1.45,10.0,0.12,0.15,-5.0,0.087,0.326,1.0,-1.4,-4.0,-5.0,-3.0,95.0,0.0,1.0,1.18,0.93,0.68,16.2,4.7,-19.0,-0.59,-1.89,0.3,-2.0,2.0,-2.0,0.0,-7.5,-7.0,-1.0,1.0,0.0,0.0,0.023,-7.21,0.5,-0.79,-0.9,-1.0,-7.0,1.5,0.002,0.001,0.001,0.004
TQ,-2.0,-1.7,-0.7,-0.1,-1.7,-0.15,-1.0,3.0,2.0,9.0,0.0,42.0,-1.0,-1.0,-1.0,-0.4,-1.0,-2.0,5.0,0.0,1.0,8.0,2.0,3.0,2.0,4.0,2.0,3.0,4.0,3.0,0.0,-0.07,1.12,10.0,-0.21,-0.22,0.0,0.344,0.61,3.0,1.7,-10.0,6.0,2.0,67.0,1.0,2.0,1.02,1.02,0.89,17.4,5.2,2.0,0.6,1.08,-0.1,1.0,3.0,-2.0,0.0,-7.0,-7.0,-3.0,-3.5,-1.0,0.0,0.024,-2.26,-0.0,-1.67,-0.7,-1.0,-5.0,-7.3,0.046,0.078,0.066,0.005
QT,-2.0,-1.7,-0.7,-0.1,-1.7,-0.15,-1.0,3.0,2.0,9.0,0.0,42.0,-1.0,-1.0,-1.0,-0.4,-1.0,-2.0,5.0,0.0,1.0,8.0,2.0,3.0,2.0,4.0,2.0,3.0,4.0,3.0,0.0,-0.07,1.12,10.0,-0.21,-0.22,0.0,0.344,0.61,3.0,1.7,-10.0,6.0,2.0,67.0,1.0,2.0,1.02,1.02,0.89,17.4,5.2,2.0,0.6,1.08,-0.1,1.0,3.0,-2.0,0.0,-7.0,-7.0,-3.0,-3.5,-1.0,0.0,0.044,-2.68,0.8,-1.87,0.7,-1.0,-5.0,-6.1,0.03,0.045,0.042,0.001
TE,-2.0,-1.6,-0.9,-0.2,-2.1,-0.27,0.0,3.0,2.0,5.0,-0.1,65.0,-1.0,-1.0,-2.0,-0.5,-1.0,-1.0,0.0,0.0,1.0,10.0,0.0,4.0,0.0,9.0,2.0,2.0,4.0,4.0,0.0,-0.09,1.83,8.0,-0.5,-0.54,0.0,0.22,0.287,3.0,1.6,-12.0,3.0,1.0,41.0,-1.0,0.0,0.94,1.11,0.89,18.8,5.1,3.0,-0.21,-0.61,1.6,3.0,2.0,0.0,1.0,-6.8,-6.0,-5.0,-6.5,-1.0,0.0,0.035,-2.25,-1.1,-1.06,-2.2,-1.0,-5.0,-10.1,0.033,0.111,0.058,0.0
ET,-2.0,-1.6,-0.9,-0.2,-2.1,-0.27,0.0,3.0,2.0,5.0,-0.1,65.0,-1.0,-1.0,-2.0,-0.5,-1.0,-1.0,0.0,0.0,1.0,10.0,0.0,4.0,0.0,9.0,2.0,2.0,4.0,4.0,0.0,-0.09,1.83,8.0,-0.5,-0.54,0.0,0.22,0.287,3.0,1.6,-12.0,3.0,1.0,41.0,-1.0,0.0,0.94,1.11,0.89,18.8,5.1,3.0,-0.21,-0.61,1.6,3.0,2.0,0.0,1.0,-6.8,-6.0,-5.0,-6.5,-1.0,0.0,0.036,-1.81,0.7,-1.28,2.2,-1.0,-5.0,-5.8,0.045,0.036,0.044,0.001
TG,-1.0,-0.5,-0.7,-1.0,-2.1,-0.02,0.0,2.0,2.0,9.0,-1.1,59.0,-2.0,-2.0,-3.0,-3.8,-1.0,0.0,0.0,0.0,-12.0,0.0,3.0,4.0,-1.0,8.0,-10.0,4.0,3.0,2.0,0.0,-0.09,1.7,10.0,0.1,0.11,-3.0,0.335,0.0,1.0,0.2,-13.0,1.0,1.0,99.0,0.0,2.0,0.86,1.03,1.3,18.2,4.1,-4.0,-0.81,-2.24,-0.6,0.0,0.0,0.0,0.0,-6.7,-17.0,-1.0,-1.5,-2.0,-1.0,0.012,-2.58,-1.0,-1.15,0.1,-2.0,-5.0,-8.0,0.038,0.037,0.029,0.018
GT,-1.0,-0.5,-0.7,-1.0,-2.1,-0.02,0.0,2.0,2.0,9.0,-1.1,59.0,-2.0,-2.0,-3.0,-3.8,-1.0,0.0,0.0,0.0,-12.0,0.0,3.0,4.0,-1.0,8.0,-10.0,4.0,3.0,2.0,0.0,-0.09,1.7,10.0,0.1,0.11,-3.0,0.335,0.0,1.0,0.2,-13.0,1.0,1.0,99.0,0.0,2.0,0.86,1.03,1.3,18.2,4.1,-4.0,-0.81,-2.24,-0.6,0.0,0.0,0.0,0.0,-6.7,-17.0,-1.0,-1.5,-2.0,-1.0,0.015,-3.37,-0.9,-1.03,-0.1,-2.0,-5.0,-7.3,0.049,0.028,0.037,0.032
TH,-3.0,-1.7,-1.1,-0.5,-1.8,0.08,-1.0,2.0,2.0,10.0,-0.3,47.0,-2.0,-3.0,-3.0,-3.0,-1.0,-2.0,5.0,0.0,-5.0,-5.0,1.0,-16.0,-19.0,5.0,-5.0,0.0,-4.0,4.0,0.0,-0.13,1.32,10.0,0.1,0.09,-2.0,0.259,0.399,2.0,-0.9,-7.0,4.0,3.0,74.0,-1.0,1.0,0.95,0.91,1.33,14.8,4.9,0.0,-0.52,-1.14,-0.2,0.0,5.0,1.0,3.0,-8.0,-20.0,-4.0,-3.5,-1.0,0.0,0.004,-3.43,-0.3,-2.26,0.0,-2.0,-6.0,-1.5,0.014,0.052,0.037,0.006
HT,-3.0,-1.7,-1.1,-0.5,-1.8,0.08,-1.0,2.0,2.0,10.0,-0.3,47.0,-2.0,-3.0,-3.0,-3.0,-1.0,-2.0,5.0,0.0,-5.0,-5.0,1.0,-16.0,-19.0,5.0,-5.0,0.0,-4.0,4.0,0.0,-0.13,1.32,10.0,0.1,0.09,-2.0,0.259,0.399,2.0,-0.9,-7.0,4.0,3.0,74.0,-1.0,1.0,0.95,0.91,1.33,14.8,4.9,0.0,-0.52,-1.14,-0.2,0.0,5.0,1.0,3.0,-8.0,-20.0,-4.0,-3.5,-1.0,0.0,0.011,-3.13,-0.4,-2.21,0.0,-2.0,-6.0,-5.7,0.008,0.01,0.012,0.001
TI,0.0,0.7,0.3,-0.3,0.8,0.0,0.0,3.0,1.0,8.0,-0.6,89.0,-1.0,-1.0,-2.0,-3.2,1.0,0.0,0.0,0.0,0.0,-1.0,3.0,2.0,-3.0,-7.0,-1.0,1.0,-7.0,3.0,1.0,-0.59,2.14,10.0,0.3,0.32,-2.0,0.385,0.382,1.0,1.6,-5.0,-4.0,-2.0,88.0,0.0,1.0,0.0,1.27,0.79,17.5,4.6,-3.0,-0.96,-3.03,0.0,-3.0,0.0,0.0,0.0,-7.1,-8.0,-1.0,0.5,-1.0,0.0,0.039,-7.48,3.2,-1.36,-0.8,-1.0,-2.0,13.6,0.026,0.027,0.059,0.015
IT,0.0,0.7,0.3,-0.3,0.8,0.0,0.0,3.0,1.0,8.0,-0.6,89.0,-1.0,-1.0,-2.0,-3.2,1.0,0.0,0.0,0.0,0.0,-1.0,3.0,2.0,-3.0,-7.0,-1.0,1.0,-7.0,3.0,1.0,-0.59,2.14,10.0,0.3,0.32,-2.0,0.385,0.382,1.0,1.6,-5.0,-4.0,-2.0,88.0,0.0,1.0,0.0,1.27,0.79,17.5,4.6,-3.0,-0.96,-3.03,0.0,-3.0,0.0,0.0,0.0,-7.1,-8.0,-1.0,0.5,-1.0,0.0,0.039,-6.99,1.1,-1.2,0.8,-1.0,-2.0,-4.7,0.033,0.026,0.023,0.036
TL,-3.0,-0.4,-1.0,-1.1,-1.9,-0.04,-2.0,2.0,2.0,8.0,-1.3,92.0,-1.0,-2.0,-3.0,-4.6,-1.0,-1.0,0.0,0.0,-4.0,-18.0,-6.0,-6.0,-12.0,-11.0,-9.0,-9.0,-12.0,3.0,0.0,-0.77,2.25,9.0,-0.31,-0.36,-3.0,0.386,0.346,1.0,1.2,-11.0,-6.0,-4.0,90.0,0.0,1.0,0.9,1.18,0.84,14.3,3.9,-5.0,-0.86,-2.4,0.3,-3.0,-3.0,0.0,-1.0,-6.2,-13.0,-1.0,0.5,-2.0,-1.0,0.032,-7.34,2.9,-1.66,0.1,-1.0,-6.0,10.9,0.015,0.022,0.039,0.009
LT,-3.0,-0.4,-1.0,-1.1,-1.9,-0.04,-2.0,2.0,2.0,8.0,-1.3,92.0,-1.0,-2.0,-3.0,-4.6,-1.0,-1.0,0.0,0.0,-4.0,-18.0,-6.0,-6.0,-12.0,-11.0,-9.0,-9.0,-12.0,3.0,0.0,-0.77,2.25,9.0,-0.31,-0.36,-3.0,0.386,0.346,1.0,1.2,-11.0,-6.0,-4.0,90.0,0.0,1.0,0.9,1.18,0.84,14.3,3.9,-5.0,-0.86,-2.4,0.3,-3.0,-3.0,0.0,-1.0,-6.2,-13.0,-1.0,0.5,-2.0,-1.0,0.017,-7.08,0.9,-1.49,-0.1,-1.0,-6.0,-5.3,0.026,0.028,0.029,0.022
TK,-1.0,-1.1,-0.4,0.1,1.0,-0.24,0.0,4.0,1.0,5.0,0.1,78.0,-1.0,-1.0,-1.0,-0.2,-1.0,-2.0,5.0,0.0,-3.0,6.0,-3.0,5.0,-1.0,7.0,-2.0,0.0,4.0,3.0,0.0,0.09,2.1,9.0,-0.33,-0.38,0.0,-0.206,0.54,3.0,1.2,-8.0,7.0,2.0,38.0,0.0,1.0,0.88,1.09,1.12,17.6,5.3,1.0,-0.1,-0.37,1.0,2.0,-2.0,2.0,1.0,-6.3,-8.0,-6.0,-5.0,-1.0,0.0,0.053,-1.98,-1.1,-1.06,-1.4,-1.0,-2.0,-10.1,0.032,0.095,0.058,0.015
KT,-1.0,-1.1,-0.4,0.1,1.0,-0.24,0.0,4.0,1.0,5.0,0.1,78.0,-1.0,-1.0,-1.0,-0.2,-1.0,-2.0,5.0,0.0,-3.0,6.0,-3.0,5.0,-1.0,7.0,-2.0,0.0,4.0,3.0,0.0,0.09,2.1,9.0,-0.33,-0.38,0.0,-0.206,0.54,3.0,1.2,-8.0,7.0,2.0,38.0,0.0,1.0,0.88,1.09,1.12,17.6,5.3,1.0,-0.1,-0.37,1.0,2.0,-2.0,2.0,1.0,-6.3,-8.0,-6.0,-5.0,-1.0,0.0,0.057,-1.43,0.6,-1.31,1.4,-1.0,-2.0,-5.6,0.054,0.051,0.059,0.007
TM,-1.0,0.6,0.1,-0.4,0.7,-0.02,-1.0,3.0,1.0,9.0,-0.6,81.0,-1.0,-1.0,-1.0,-3.2,0.0,0.0,0.0,0.0,-2.0,-9.0,2.0,1.0,2.0,3.0,-4.0,0.0,2.0,3.0,0.0,-0.61,1.86,8.0,-0.31,-0.35,-2.0,-0.141,0.313,1.0,0.8,-8.0,-4.0,-3.0,86.0,0.0,1.0,0.96,1.11,0.83,16.9,4.6,-3.0,-1.58,-5.18,-0.3,-2.0,3.0,2.0,2.0,-7.3,-7.0,0.0,1.5,-1.0,0.0,0.009,-6.61,2.0,-2.03,-0.1,-1.0,-3.0,9.3,0.026,0.049,0.049,0.025
MT,-1.0,0.6,0.1,-0.4,0.7,-0.02,-1.0,3.0,1.0,9.0,-0.6,81.0,-1.0,-1.0,-1.0,-3.2,0.0,0.0,0.0,0.0,-2.0,-9.0,2.0,1.0,2.0,3.0,-4.0,0.0,2.0,3.0,0.0,-0.61,1.86,8.0,-0.31,-0.35,-2.0,-0.141,0.313,1.0,0.8,-8.0,-4.0,-3.0,86.0,0.0,1.0,0.96,1.11,0.83,16.9,4.6,-3.0,-1.58,-5.18,-0.3,-2.0,3.0,2.0,2.0,-7.3,-7.0,0.0,1.5,-1.0,0.0,0.023,-6.08,0.9,-2.07,0.1,-1.0,-3.0,-5.7,0.01,0.013,0.007,0.018
TF,-4.0,-2.4,-2.6,-2.2,-2.1,0.02,-3.0,1.0,2.0,7.0,-2.2,103.0,-1.0,-3.0,-4.0,-5.0,-2.0,-2.0,5.0,-1.0,-13.0,-37.0,-16.0,-13.0,-8.0,-17.0,-19.0,-19.0,-13.0,1.0,0.0,-0.75,2.6,10.0,0.19,0.21,-3.0,0.306,0.41,2.0,0.3,4.0,-4.0,-3.0,84.0,-2.0,0.0,0.72,1.32,0.97,12.8,3.0,-2.0,-0.69,-4.0,-0.8,-2.0,3.0,-2.0,0.0,-7.7,-18.0,-2.0,0.0,-3.0,-2.0,0.018,-6.42,1.1,-2.16,0.8,-2.0,-8.0,11.0,0.02,0.021,0.042,0.006
FT,-4.0,-2.4,-2.6,-2.2,-2.1,0.02,-3.0,1.0,2.0,7.0,-2.2,103.0,-1.0,-3.0,-4.0,-5.0,-2.0,-2.0,5.0,-1.0,-13.0,-37.0,-16.0,-13.0,-8.0,-17.0,-19.0,-19.0,-13.0,1.0,0.0,-0.75,2.6,10.0,0.19,0.21,-3.0,0.306,0.41,2.0,0.3,4.0,-4.0,-3.0,84.0,-2.0,0.0,0.72,1.32,0.97,12.8,3.0,-2.0,-0.69,-4.0,-0.8,-2.0,3.0,-2.0,0.0,-7.7,-18.0,-2.0,0.0,-3.0,-2.0,0.023,-6.23,-0.1,-2.07,-0.8,-2.0,-8.0,-5.3,0.014,0.012,0.013,0.013
TP,-1.0,0.6,0.4,0.1,1.1,0.2,0.0,4.0,1.0,8.0,0.1,38.0,-1.0,-2.0,-3.0,-2.0,1.0,-1.0,0.0,0.0,-6.0,-14.0,-3.0,4.0,-2.0,-1.0,-7.0,1.0,-3.0,3.0,1.0,0.25,0.87,8.0,-0.21,-0.21,-1.0,-0.336,0.435,2.0,-0.5,2.0,5.0,3.0,91.0,0.0,1.0,0.8,0.93,1.71,14.9,5.3,-1.0,0.93,2.44,1.1,1.0,-1.0,1.0,1.0,-6.7,-11.0,-4.0,-3.5,-1.0,0.0,0.008,-2.08,-0.6,-0.27,-0.5,-1.0,-3.0,-7.3,0.028,0.073,0.042,0.025
PT,-1.0,0.6,0.4,0.1,1.1,0.2,0.0,4.0,1.0,8.0,0.1,38.0,-1.0,-2.0,-3.0,-2.0,1.0,-1.0,0.0,0.0,-6.0,-14.0,-3.0,4.0,-2.0,-1.0,-7.0,1.0,-3.0,3.0,1.0,0.25,0.87,8.0,-0.21,-0.21,-1.0,-0.336,0.435,2.0,-0.5,2.0,5.0,3.0,91.0,0.0,1.0,0.8,0.93,1.71,14.9,5.3,-1.0,0.93,2.44,1.1,1.0,-1.0,1.0,1.0,-6.7,-11.0,-4.0,-3.5,-1.0,0.0,0.003,-2.2,-0.2,-0.15,0.5,-1.0,-3.0,-5.3,0.011,0.021,0.031,0.012
